"nomeZTor","nomeZTdest","flowOD","flowDO","FE","COD_ORIGEM","COD_DESTINO"
"Av. Cesario de Melo","Estr.da Cachamorra",1145.67,0,40,4552308,4552403
"Bonsucesso 1","Estr.da Cachamorra",4394.87,0,20,4552308,4551503
"Estr.da Cachamorra","Estr.da Cachamorra",1478.58,0,40,4552308,4552308
"Campo Grande 2","Estr.da Cachamorra",8976.24,0,20,4552308,4552307
"Gal. Polidoro","Estr.da Cachamorra",1031.77,0,20,4552308,4550912
"Senador Camara 1","Estr.da Cachamorra",1206.43,0,20,4552308,4552203
"Vila Militar 1","Estr.da Cachamorra",1394.94,0,40,4552308,4552215
"Cosigua","Estr.da Cachamorra",1215.18,0,40,4552308,4552408
"Campo Grande 1","Estr.da Cachamorra",1089.04,0,20,4552308,4552306
"Baixada de Guaratiba","Estr.da Cachamorra",1858.28,0,15,4552308,4553101
"Estrada do Viegas","Estr.da Cachamorra",1392.21,0,10,4552308,4552309
"Estr.da Cachamorra","Estr.da Cachamorra",1817.71,0,0,4552308,4552308
"Estr.da Cachamorra","Estr.da Cachamorra",5191.67,0,20,4552308,4552308
"Estrada do Viegas","Estrada do Viegas",1168.33,0,2,4552309,4552309
"Campo Grande 2","Estrada do Viegas",1075.35,0,20,4552309,4552307
"Senador Vasconcelos","Estrada do Viegas",190.79,0,2,4552309,4552310
"Campo Grande 2","Estrada do Viegas",488.72,0,40,4552309,4552307
"Estr.da Cachamorra","Estrada do Viegas",1267.92,0,2,4552309,4552308
"Av.Passos","Estrada do Viegas",103.84,0,20,4552309,4550701
"Meier 2","Estrada do Viegas",190.11,0,20,4552309,4551715
"Guilh.da Silveira 2","Estrada do Viegas",332.04,0,20,4552309,4552208
"Marechal Hermes 1","Estrada do Viegas",214.6,0,20,4552309,4552001
"Estrada do Guandu","Estrada do Viegas",214.38,0,20,4552309,4552314
"Campo Grande 2","Estrada do Viegas",157.69,0,15,4552309,4552307
"Realengo-Av.Brasil","Estrada do Viegas",267.1,0,20,4552309,4552211
"Downtown","Estrada do Viegas",180.84,0,20,4552309,4552908
"Senador Vasconcelos","Estrada do Viegas",152.44,0,40,4552309,4552310
"Estrada do Viegas","Estrada do Viegas",1898.69,0,40,4552309,4552309
"Realengo","Estrada do Viegas",110.84,0,40,4552309,4552212
"Campo Grande 1","Estrada do Viegas",382.57,0,20,4552309,4552306
"Sernambetiba 3","Estrada do Viegas",183.06,0,40,4552309,4552923
"Estrada do Viegas","Estrada do Viegas",1605.54,0,20,4552309,4552309
"Estr.da Cachamorra","Estrada do Viegas",270.72,0,20,4552309,4552308
"Estrada da Posse","Estrada do Viegas",244.53,0,15,4552309,4552311
"Estr.da Cachamorra","Estrada do Viegas",320.63,0,40,4552309,4552308
"Estr.da Cachamorra","Estrada do Viegas",720.31,0,15,4552309,4552308
"Estr.da Cachamorra","Estrada do Viegas",952.11,0,10,4552309,4552308
"Realengo-Av.Brasil","Estrada do Viegas",166.97,0,40,4552309,4552211
"Estrada do Viegas","Estrada do Viegas",190.16,0,15,4552309,4552309
"Inhoaiba 2","Senador Vasconcelos",571.61,0,15,4552310,4552304
"Campo Grande 1","Senador Vasconcelos",1216.87,0,40,4552310,4552306
"Campo Grande 1","Senador Vasconcelos",821.95,0,10,4552310,4552306
"Estr.da Cachamorra","Senador Vasconcelos",836.43,0,10,4552310,4552308
"Estrada da Posse","Senador Vasconcelos",998.24,0,40,4552310,4552311
"Estrada do Viegas","Senador Vasconcelos",1847.51,0,15,4552310,4552309
"Santissimo","Senador Vasconcelos",430.51,0,20,4552310,4552312
"Campo Grande 2","Senador Vasconcelos",1400.5,0,10,4552310,4552307
"Senador Vasconcelos","Senador Vasconcelos",6529.81,0,10,4552310,4552310
"Estrada da Posse","Senador Vasconcelos",663.18,0,20,4552310,4552311
"Campo Grande 2","Senador Vasconcelos",3042.04,0,20,4552310,4552307
"Senador Vasconcelos","Senador Vasconcelos",7883.16,0,20,4552310,4552310
"Senador Vasconcelos","Senador Vasconcelos",792.5,0,15,4552310,4552310
"Estrada do Tingui","Senador Vasconcelos",1380.08,0,40,4552310,4552316
"Senador Vasconcelos","Senador Vasconcelos",2110.92,0,40,4552310,4552310
"1o. de marco","Senador Vasconcelos",237.7,0,20,4552310,4550704
"Piranhao","Senador Vasconcelos",949.89,0,40,4552310,4550802
"Padre Miguel 2","Senador Vasconcelos",575.03,0,20,4552310,4552210
"Leblon","Senador Vasconcelos",959.38,0,20,4552310,4551112
"Campo Grande 2","Senador Vasconcelos",4296.48,0,40,4552310,4552307
"Campo Grande 2","Senador Vasconcelos",611.74,0,15,4552310,4552307
"Senador Vasconcelos","Senador Vasconcelos",2333.46,0,2,4552310,4552310
"Santissimo","Senador Vasconcelos",667.91,0,40,4552310,4552312
"Av. Cesario de Melo","Estrada da Posse",713.61,0,20,4552311,4552403
"Santissimo","Estrada da Posse",653.14,0,40,4552311,4552312
"Campo Grande 2","Estrada da Posse",606.45,0,40,4552311,4552307
"Estrada da Posse","Estrada da Posse",684.73,0,2,4552311,4552311
"Santissimo","Estrada da Posse",3511.55,0,20,4552311,4552312
"Estr.da Cachamorra","Estrada da Posse",1084.27,0,40,4552311,4552308
"Campo Grande 2","Estrada da Posse",673.74,0,20,4552311,4552307
"Estr.da Cachamorra","Estrada da Posse",553.91,0,20,4552311,4552308
"Alm. Barroso","Estrada da Posse",644.22,0,20,4552311,4550706
"Campo Grande 1","Estrada da Posse",741.72,0,10,4552311,4552306
"Estrada da Posse","Estrada da Posse",4874.52,0,40,4552311,4552311
"Inhoaiba 2","Estrada da Posse",759.16,0,40,4552311,4552304
"Estrada da Posse","Estrada da Posse",2807.1,0,20,4552311,4552311
"Campo Grande 1","Estrada da Posse",500.54,0,15,4552311,4552306
"Estrada da Posse","Estrada da Posse",3618.46,0,15,4552311,4552311
"Estrada Gericino","Estrada da Posse",775.41,0,20,4552311,4552206
"Santissimo","Estrada da Posse",653.53,0,2,4552311,4552312
"Estrada da Posse","Estrada da Posse",3078.41,0,10,4552311,4552311
"Maracana","Santissimo",484.04,0,40,4552312,4551402
"Estr. do Engenho","Santissimo",496.79,0,20,4552312,4552205
"Bosque da Barra","Santissimo",279.43,0,20,4552312,4552921
"Av.Passos","Santissimo",207.6,0,40,4552312,4550701
"Santissimo","Santissimo",1628.28,0,20,4552312,4552312
"Campo Grande 2","Santissimo",573.71,0,40,4552312,4552307
"Piedade 1","Santissimo",285.47,0,20,4552312,4551728
"Inhoaiba 2","Santissimo",587.17,0,15,4552312,4552304
"Campo dos Afonsos","Santissimo",266.81,0,20,4552312,4552214
"Recreio 1","Santissimo",228.39,0,40,4552312,4552933
"Caju","Santissimo",634.26,0,20,4552312,4550606
"Campo Grande 2","Santissimo",373.27,0,15,4552312,4552307
"Santissimo - Av.Brasil","Santissimo",341.14,0,40,4552312,4552313
"Senador Camara 1","Santissimo",561.62,0,10,4552312,4552203
"Santissimo - Av.Brasil","Santissimo",858.13,0,20,4552312,4552313
"Santissimo","Santissimo",635.22,0,40,4552312,4552312
"Marechal Hermes 1","Santissimo",362.37,0,20,4552312,4552001
"Nova Ipanema","Santissimo",243.07,0,40,4552312,4552915
"Campo Grande 2","Santissimo",411.38,0,20,4552312,4552307
"Realengo","Santissimo",266.81,0,40,4552312,4552212
"Estr. do Engenho","Santissimo",503.27,0,15,4552312,4552205
"Estrada da Posse","Santissimo",721.38,0,15,4552312,4552311
"1o. de marco","Santissimo",555.98,0,40,4552312,4550704
"Santissimo - Av.Brasil","Santissimo",413.18,0,2,4552312,4552313
"Realengo","Santissimo",282.72,0,20,4552312,4552212
"Santissimo - Av.Brasil","Santissimo",256.45,0,0,4552312,4552313
"Baixada de Guaratiba","Santissimo",301.42,0,20,4552312,4553101
"Alm. Barroso","Santissimo",171.01,0,20,4552312,4550706
"Estacao de Bangu","Santissimo",354.93,0,15,4552312,4552204
"Campo Grande 1","Santissimo",383.68,0,20,4552312,4552306
"Estacao de Bangu","Santissimo",498.19,0,10,4552312,4552204
"Senador Vasconcelos","Santissimo",320.17,0,10,4552312,4552310
"Padre Miguel 1","Santissimo",496.88,0,40,4552312,4552209
"Santissimo","Santissimo",3239.31,0,10,4552312,4552312
"Santissimo - Av.Brasil","Santissimo - Av.Brasil",1202.02,0,10,4552313,4552313
"Santissimo","Santissimo - Av.Brasil",815.34,0,20,4552313,4552312
"Vila Militar 1","Santissimo - Av.Brasil",410.76,0,20,4552313,4552215
"Santissimo - Av.Brasil","Santissimo - Av.Brasil",3151.06,0,2,4552313,4552313
"Av.Passos","Santissimo - Av.Brasil",366.94,0,20,4552313,4550701
"Santissimo","Santissimo - Av.Brasil",210.49,0,40,4552313,4552312
"Praca da Republica","Santissimo - Av.Brasil",245.35,0,40,4552313,4550710
"Av. Chile","Santissimo - Av.Brasil",169.83,0,40,4552313,4550708
"Santissimo","Santissimo - Av.Brasil",400.66,0,10,4552313,4552312
"Av. Cesario de Melo","Santissimo - Av.Brasil",271.75,0,20,4552313,4552403
"Bangu - Av.Brasil","Santissimo - Av.Brasil",375.3,0,20,4552313,4552201
"Praca da Bandeira","Santissimo - Av.Brasil",569.89,0,40,4552313,4551301
"Santissimo","Santissimo - Av.Brasil",1738.53,0,15,4552313,4552312
"Campo Grande 1","Santissimo - Av.Brasil",276.2,0,10,4552313,4552306
"Estr. do Engenho","Santissimo - Av.Brasil",307.11,0,20,4552313,4552205
"Campo Grande 2","Santissimo - Av.Brasil",285.64,0,40,4552313,4552307
"Barra Shopping","Santissimo - Av.Brasil",202.71,0,20,4552313,4552917
"Estr. do Engenho","Santissimo - Av.Brasil",772.94,0,40,4552313,4552205
"Vila da Penha","Santissimo - Av.Brasil",279.92,0,40,4552313,4551903
"Campo Grande 1","Santissimo - Av.Brasil",306.56,0,20,4552313,4552306
"Santissimo - Av.Brasil","Santissimo - Av.Brasil",6616.25,0,40,4552313,4552313
"Estrada da Posse","Santissimo - Av.Brasil",323.4,0,10,4552313,4552311
"Rua do Bispo","Santissimo - Av.Brasil",158.75,0,20,4552313,4551303
"CEASA","Santissimo - Av.Brasil",254.77,0,20,4552313,4551909
"Santissimo - Av.Brasil","Santissimo - Av.Brasil",10984.69,0,20,4552313,4552313
"Estr. do Engenho","Santissimo - Av.Brasil",334.85,0,15,4552313,4552205
"Fragoso","Santissimo - Av.Brasil",400.15,0,40,4552313,4553107
"Alm. Barroso","Santissimo - Av.Brasil",188.68,0,40,4552313,4550706
"Cosigua","Santissimo - Av.Brasil",307.11,0,20,4552313,4552408
"Mal.Floriano","Estrada do Guandu",716.23,0,40,4552314,4550702
"Alm. Barroso","Estrada do Guandu",1189.36,0,40,4552314,4550706
"Estrada da Posse","Estrada do Guandu",1078.82,0,10,4552314,4552311
"Campo dos Afonsos","Estrada do Guandu",430.79,0,40,4552314,4552214
"Padre Roser","Estrada do Guandu",486.14,0,20,4552314,4551907
"Santissimo","Estrada do Guandu",493.24,0,40,4552314,4552312
"Estrada do Tingui","Estrada do Guandu",299.62,0,40,4552314,4552316
"Campo Grande 3","Estrada do Guandu",440.57,0,40,4552314,4552305
"Estr. do Engenho","Estrada do Guandu",479.85,0,40,4552314,4552205
"Estrada da Posse","Estrada do Guandu",1369.42,0,2,4552314,4552311
"Campo Grande 2","Estrada do Guandu",848.3,0,20,4552314,4552307
"1o. de marco","Estrada do Guandu",274.51,0,15,4552314,4550704
"Estrada da Posse","Estrada do Guandu",488.52,0,20,4552314,4552311
"Paciencia 1","Estrada do Guandu",390.48,0,2,4552314,4552404
"Estrada do Tingui","Estrada do Guandu",735.7,0,20,4552314,4552316
"1o. de marco","Estrada do Guandu",279.76,0,20,4552314,4550704
"Praca N.S. Paz","Estrada do Guandu",890.39,0,20,4552314,4551103
"Passeio Publico","Estrada do Guandu",2141.95,0,40,4552314,4550707
"Paciencia 1","Estrada do Guandu",496.01,0,20,4552314,4552404
"Estrada da Posse","Estrada do Guandu",418.2,0,15,4552314,4552311
"Inhoaiba 1","Estrada do Guandu",437.5,0,40,4552314,4552303
"Campo Grande 2","Estrada do Guandu",977.17,0,40,4552314,4552307
"Iraja - Dutra","Estrada do Guandu",1411.42,0,20,4552314,4551910
"Estrada do Guandu","Estrada do Guandu",1212.9,0,15,4552314,4552314
"Ramos 1","Estrada do Guandu",354.56,0,20,4552314,4551505
"Estr. do Pedregoso","Estrada do Guandu",507.13,0,40,4552314,4552315
"Estrada do Guandu","Estrada do Guandu",1213.66,0,2,4552314,4552314
"Estr. do Engenho","Estrada do Guandu",725.01,0,20,4552314,4552205
"Inhoaiba 2","Estrada do Guandu",614.68,0,15,4552314,4552304
"Campo Grande 1","Estrada do Guandu",1330.27,0,40,4552314,4552306
"Urca","Estrada do Guandu",401.36,0,20,4552314,4550915
"Centro Empresarial","Estrada do Guandu",379.87,0,40,4552314,4552916
"Estrada do Guandu","Estrada do Guandu",2649.38,0,20,4552314,4552314
"Estrada da Posse","Estrada do Guandu",1536.63,0,40,4552314,4552311
"Estrada do Guandu","Estrada do Guandu",1292.39,0,10,4552314,4552314
"Campo Grande 2","Estrada do Guandu",620.33,0,2,4552314,4552307
"Largo do Machado","Estrada do Guandu",797.47,0,20,4552314,4550905
"Guadalupe 2","Estrada do Guandu",446.17,0,20,4552314,4552702
"Estrada do Guandu","Estrada do Guandu",373.48,0,40,4552314,4552314
"Meier 1","Estrada do Guandu",391.44,0,40,4552314,4551714
"Gal. Polidoro","Estrada do Guandu",1189.36,0,40,4552314,4550912
"Antares","Estrada do Guandu",326.47,0,40,4552314,4552406
"Campo Grande 1","Estrada do Guandu",3503.02,0,20,4552314,4552306
"Mal.Floriano","Estr. do Pedregoso",44.09,0,20,4552315,4550702
"Estr. do Pedregoso","Estr. do Pedregoso",159.38,0,20,4552315,4552315
"Campo Grande 1","Estr. do Pedregoso",914.33,0,10,4552315,4552306
"Manguinhos 1","Estr. do Pedregoso",54.35,0,40,4552315,4551501
"Campo Grande 1","Estr. do Pedregoso",436.72,0,2,4552315,4552306
"Estrada do Guandu","Estr. do Pedregoso",649.73,0,2,4552315,4552314
"Estrada do Guandu","Estr. do Pedregoso",130.9,0,10,4552315,4552314
"Vila da Penha","Estr. do Pedregoso",274.75,0,15,4552315,4551903
"Bangu - Av.Brasil","Estr. do Pedregoso",137.63,0,20,4552315,4552201
"Estrada da Posse","Estr. do Pedregoso",125.05,0,10,4552315,4552311
"Penha Circular 1","Estr. do Pedregoso",94.93,0,40,4552315,4551604
"Estr. do Engenho","Estr. do Pedregoso",173.35,0,20,4552315,4552205
"Campo Grande 1","Estr. do Pedregoso",204.38,0,40,4552315,4552306
"Campo Grande 3","Estr. do Pedregoso",130.9,0,40,4552315,4552305
"Estrada do Guandu","Estr. do Pedregoso",87.8,0,40,4552315,4552314
"Maracana","Estr. do Pedregoso",60.37,0,20,4552315,4551402
"Campo Grande 1","Estr. do Pedregoso",100.33,0,15,4552315,4552306
"Av.Passos","Estr. do Pedregoso",113.39,0,20,4552315,4550701
"Campo Grande 2","Estr. do Pedregoso",78.41,0,10,4552315,4552307
"Campo Grande 1","Estr. do Pedregoso",432.42,0,20,4552315,4552306
"Estrada do Tingui","Estr. do Pedregoso",67.09,0,40,4552315,4552316
"Estr. do Pedregoso","Estr. do Pedregoso",214.91,0,40,4552315,4552315
"Estrada do Guandu","Estr. do Pedregoso",137.03,0,20,4552315,4552314
"Vila Militar 1","Estr. do Pedregoso",135.9,0,20,4552315,4552215
"Campo Grande 2","Estr. do Pedregoso",103.7,0,20,4552315,4552307
"Estrada da Posse","Estr. do Pedregoso",78.32,0,40,4552315,4552311
"Estrada do Tingui","Estr. do Pedregoso",196.69,0,20,4552315,4552316
"Cachambi 2","Estr. do Pedregoso",69.06,0,20,4552315,4551712
"Padre Miguel 1","Estr. do Pedregoso",73.44,0,15,4552315,4552209
"Downtown","Estrada do Tingui",277.31,0,15,4552316,4552908
"Campo Grande 1","Estrada do Tingui",1166.63,0,2,4552316,4552306
"Estrada do Tingui","Estrada do Tingui",1662.87,0,10,4552316,4552316
"Olaria 2","Estrada do Tingui",261.59,0,20,4552316,4551509
"Estr. do Pedregoso","Estrada do Tingui",640.38,0,20,4552316,4552315
"Campo Grande 3","Estrada do Tingui",3901.24,0,20,4552316,4552305
"Antares","Estrada do Tingui",246.54,0,20,4552316,4552406
"Estrada do Guandu","Estrada do Tingui",246.21,0,20,4552316,4552314
"Estrada do Tingui","Estrada do Tingui",2276.49,0,40,4552316,4552316
"Estrada do Tingui","Estrada do Tingui",2177.16,0,20,4552316,4552316
"Pedra de Itauna","Estrada do Tingui",293.1,0,40,4552316,4552926
"Campo Grande 3","Estrada do Tingui",642.4,0,2,4552316,4552305
"Campo Grande 2","Estrada do Tingui",1755.78,0,20,4552316,4552307
"Fragoso","Estrada do Tingui",266.76,0,40,4552316,4553107
"Santa Cruz","Estrada do Tingui",235.54,0,20,4552316,4552407
"Campo Grande 1","Estrada do Tingui",430.34,0,10,4552316,4552306
"Campo Grande 1","Estrada do Tingui",648,0,40,4552316,4552306
"CEASA","Estrada do Tingui",249.67,0,20,4552316,4551909
"Campo Grande 1","Estrada do Tingui",673.13,0,15,4552316,4552306
"Estrada do Tingui","Estrada do Tingui",701.28,0,15,4552316,4552316
"Jesuitas","Estrada do Tingui",307.64,0,40,4552316,4552405
"Campo Grande 1","Estrada do Tingui",1948.59,0,20,4552316,4552306
"Osvaldo Cruz 1","Estrada do Tingui",231.83,0,10,4552316,4552010
"Andarai 1","Estrada do Tingui",218.17,0,20,4552316,4551408
"Campo Grande 3","Estrada do Tingui",710.54,0,10,4552316,4552305
"Campo Grande 2","Estrada do Tingui",1558.47,0,40,4552316,4552307
"Estrada do Tingui","Estrada do Tingui",1158.89,0,2,4552316,4552316
"Guadalupe 1","Estrada do Tingui",305.09,0,20,4552316,4552701
"Pedra de Guaratiba 1","Estrada do Tingui",244.43,0,20,4552316,4553105
"Av.Passos","Estrada do Tingui",173.85,0,20,4552316,4550701
"Av. Cesario de Melo","Estrada do Tingui",729.72,0,20,4552316,4552403
"Estrada da Pedra","Sepetiba",6512.19,0,20,4552401,4552402
"Bangu - Av.Brasil","Sepetiba",340.4,0,40,4552401,4552201
"Praca Seca 1","Sepetiba",469.25,0,40,4552401,4552126
"Vila Militar 1","Sepetiba",382.89,0,15,4552401,4552215
"Senador Camara 1","Sepetiba",368.35,0,0,4552401,4552203
"Sepetiba","Sepetiba",13366.53,0,40,4552401,4552401
"Estrada da Pedra","Sepetiba",620.31,0,40,4552401,4552402
"Madureira","Sepetiba",505.66,0,20,4552401,4552012
"Penha 2","Sepetiba",420.66,0,40,4552401,4551602
"Downtown","Sepetiba",391.42,0,20,4552401,4552908
"Campo Grande 2","Sepetiba",202.44,0,2,4552401,4552307
"Senador Camara 1","Sepetiba",368.35,0,2,4552401,4552203
"Campo Grande 2","Sepetiba",1219.83,0,40,4552401,4552307
"Piranhao","Sepetiba",160.36,0,40,4552401,4550802
"Maria da Graca","Sepetiba",380.12,0,40,4552401,4553201
"Santa Cruz","Sepetiba",688.87,0,2,4552401,4552407
"Estr.do Magarca","Sepetiba",260.48,0,10,4552401,4553106
"Santa Cruz","Sepetiba",1501.63,0,20,4552401,4552407
"Jesuitas","Sepetiba",290.63,0,2,4552401,4552405
"Senador Camara 1","Sepetiba",346.25,0,20,4552401,4552203
"Jesuitas","Sepetiba",379.35,0,15,4552401,4552405
"1o. de marco","Sepetiba",1416.03,0,20,4552401,4550704
"Av. Chile","Sepetiba",789.55,0,20,4552401,4550708
"Casa Shopping","Sepetiba",228.94,0,15,4552401,4552918
"Antares","Sepetiba",391.42,0,20,4552401,4552406
"Sepetiba","Sepetiba",8525.89,0,20,4552401,4552401
"Barra Shopping","Sepetiba",457.43,0,20,4552401,4552917
"Vaz Lobo","Sepetiba",226.91,0,20,4552401,4552014
"Sernambetiba 3","Sepetiba",629.2,0,40,4552401,4552923
"Santa Cruz","Sepetiba",398.1,0,15,4552401,4552407
"Marechal Hermes 1","Sepetiba",226.66,0,20,4552401,4552001
"Siqueira Campos","Sepetiba",237.5,0,20,4552401,4551003
"Santo Cristo","Sepetiba",189.64,0,40,4552401,4550604
"Jesuitas","Sepetiba",1031.9,0,20,4552401,4552405
"Sepetiba","Sepetiba",2851.8,0,15,4552401,4552401
"Estr.do Magarca","Sepetiba",509.73,0,40,4552401,4553106
"Cosigua","Sepetiba",117.26,0,20,4552401,4552408
"Passeio Publico","Sepetiba",196.86,0,40,4552401,4550707
"Barra 1","Sepetiba",351.8,0,15,4552401,4552907
"1o. de marco","Sepetiba",245.44,0,40,4552401,4550704
"Antares","Sepetiba",976.25,0,40,4552401,4552406
"Antares","Sepetiba",277.75,0,10,4552401,4552406
"Campo Grande 2","Sepetiba",2334.15,0,20,4552401,4552307
"Antares","Sepetiba",1039.38,0,15,4552401,4552406
"Estr.do Magarca","Sepetiba",265.69,0,15,4552401,4553106
"Estrada da Pedra","Sepetiba",2272.84,0,2,4552401,4552402
"Senador Camara 1","Sepetiba",368.35,0,15,4552401,4552203
"Jesuitas","Sepetiba",2282.45,0,40,4552401,4552405
"Bosque da Barra","Sepetiba",337.94,0,40,4552401,4552921
"Santa Cruz","Sepetiba",661.58,0,10,4552401,4552407
"Cruz Vermelha","Sepetiba",931.08,0,40,4552401,4550709
"Santa Cruz","Sepetiba",2517.44,0,40,4552401,4552407
"Sepetiba","Sepetiba",6557.8,0,10,4552401,4552401
"Paciencia 1","Sepetiba",255.77,0,20,4552401,4552404
"Joa","Sepetiba",525.11,0,40,4552401,4552901
"Estrada da Pedra","Sepetiba",889.2,0,10,4552401,4552402
"Sepetiba","Sepetiba",6479.89,0,2,4552401,4552401
"Santa Cruz","Estrada da Pedra",1028.06,0,20,4552402,4552407
"Av. Chile","Estrada da Pedra",251.91,0,40,4552402,4550708
"Santa Cruz","Estrada da Pedra",1318.15,0,15,4552402,4552407
"Estrada da Posse","Estrada da Pedra",498.2,0,20,4552402,4552311
"Barrinha","Estrada da Pedra",534.14,0,40,4552402,4552902
"Santa Cruz","Estrada da Pedra",1592.17,0,10,4552402,4552407
"Cosigua","Estrada da Pedra",1346.52,0,40,4552402,4552408
"Santa Cruz","Estrada da Pedra",992.54,0,40,4552402,4552407
"Antares","Estrada da Pedra",1643.62,0,15,4552402,4552406
"Barra Shopping","Estrada da Pedra",1424.85,0,20,4552402,4552917
"Estrada do Guandu","Estrada da Pedra",604.26,0,15,4552402,4552314
"Penha 1","Estrada da Pedra",590.51,0,20,4552402,4551601
"Av. Cesario de Melo","Estrada da Pedra",2717.38,0,40,4552402,4552403
"Av. Cesario de Melo","Estrada da Pedra",563.1,0,10,4552402,4552403
"Estrada da Pedra","Estrada da Pedra",4708.37,0,10,4552402,4552402
"Centro da Barra","Estrada da Pedra",996.26,0,20,4552402,4552903
"Av.Passos","Estrada da Pedra",221.39,0,20,4552402,4550701
"Praca da Republica","Estrada da Pedra",873.74,0,20,4552402,4550710
"Campo Grande 2","Estrada da Pedra",4559.01,0,20,4552402,4552307
"Santa Cruz","Estrada da Pedra",571.41,0,2,4552402,4552407
"Downtown","Estrada da Pedra",1198.33,0,20,4552402,4552908
"Pedra de Itauna","Estrada da Pedra",489.84,0,40,4552402,4552926
"Realengo","Estrada da Pedra",738.45,0,40,4552402,4552212
"Estrada da Pedra","Estrada da Pedra",10206.17,0,20,4552402,4552402
"Campo Grande 2","Estrada da Pedra",699.82,0,40,4552402,4552307
"Estrada da Pedra","Estrada da Pedra",10115.19,0,2,4552402,4552402
"Antares","Estrada da Pedra",2892.58,0,20,4552402,4552406
"Mal.Floriano","Estrada da Pedra",954.94,0,20,4552402,4550702
"Praca da Republica","Estrada da Pedra",443.05,0,15,4552402,4550710
"Juliano Moreira","Estrada da Pedra",205.68,0,20,4552402,4552123
"Aerop.S.Dumont","Estrada da Pedra",222.95,0,20,4552402,4550705
"Estrada do Guandu","Estrada da Pedra",2709.02,0,10,4552402,4552314
"Caju","Estrada da Pedra",587.33,0,15,4552402,4550606
"Jesuitas","Estrada da Pedra",544.85,0,20,4552402,4552405
"Estrada da Pedra","Estrada da Pedra",2126.55,0,15,4552402,4552402
"Taquara 1","Estrada da Pedra",368.1,0,20,4552402,4552115
"Senador Vasconcelos","Estrada da Pedra",563.32,0,20,4552402,4552310
"Av. Cesario de Melo","Estrada da Pedra",1326.89,0,20,4552402,4552403
"Av. Cesario de Melo","Estrada da Pedra",1785.45,0,2,4552402,4552403
"Centro Empresarial","Estrada da Pedra",420.94,0,20,4552402,4552916
"Padre Miguel 2","Estrada da Pedra",541.01,0,20,4552402,4552210
"Inhoaiba 2","Av. Cesario de Melo",536.25,0,15,4552403,4552304
"Central do Brasil","Av. Cesario de Melo",3267.26,0,40,4552403,4550711
"Campo Grande 2","Av. Cesario de Melo",724.59,0,0,4552403,4552307
"Senador Vasconcelos","Av. Cesario de Melo",798.54,0,40,4552403,4552310
"Maracana","Av. Cesario de Melo",348.23,0,40,4552403,4551402
"Cosmos 2","Av. Cesario de Melo",471.56,0,15,4552403,4552302
"Av. Cesario de Melo","Av. Cesario de Melo",3598.35,0,15,4552403,4552403
"Guilh.da Silveira 1","Av. Cesario de Melo",510.02,0,40,4552403,4552207
"Jesuitas","Av. Cesario de Melo",516.18,0,2,4552403,4552405
"Estrada da Posse","Av. Cesario de Melo",1012.09,0,40,4552403,4552311
"Engenho de Dentro 1","Av. Cesario de Melo",569.03,0,40,4552403,4551720
"Paciencia 1","Av. Cesario de Melo",1730.36,0,20,4552403,4552404
"Antares","Av. Cesario de Melo",676.05,0,15,4552403,4552406
"Campo Grande 1","Av. Cesario de Melo",742.11,0,15,4552403,4552306
"Acari 1","Av. Cesario de Melo",1234.2,0,40,4552403,4553002
"Cosmos 1","Av. Cesario de Melo",394.85,0,20,4552403,4552301
"Rio Comprido 1","Av. Cesario de Melo",824.35,0,20,4552403,4550804
"Padre Roser","Av. Cesario de Melo",625,0,20,4552403,4551907
"Paciencia 1","Av. Cesario de Melo",1616.13,0,2,4552403,4552404
"Estrada do Tingui","Av. Cesario de Melo",620.71,0,15,4552403,4552316
"Estrada Gericino","Av. Cesario de Melo",1022.81,0,40,4552403,4552206
"Aerop.S.Dumont","Av. Cesario de Melo",395.49,0,20,4552403,4550705
"Estrada do Guandu","Av. Cesario de Melo",1307.23,0,20,4552403,4552314
"Sepetiba","Av. Cesario de Melo",1231.42,0,20,4552403,4552401
"Campo Grande 3","Av. Cesario de Melo",482.23,0,2,4552403,4552305
"Estacao de Bangu","Av. Cesario de Melo",1528.28,0,15,4552403,4552204
"Campo Grande 3","Av. Cesario de Melo",838.11,0,40,4552403,4552305
"Av. Cesario de Melo","Av. Cesario de Melo",7882.11,0,2,4552403,4552403
"Praca da Republica","Av. Cesario de Melo",1024.55,0,20,4552403,4550710
"Jesuitas","Av. Cesario de Melo",859.17,0,20,4552403,4552405
"Santa Cruz","Av. Cesario de Melo",1217.55,0,20,4552403,4552407
"Estrada da Pedra","Av. Cesario de Melo",698.14,0,20,4552403,4552402
"Antares","Av. Cesario de Melo",584.71,0,2,4552403,4552406
"Av. Cesario de Melo","Av. Cesario de Melo",8098.8,0,10,4552403,4552403
"Campo Grande 2","Av. Cesario de Melo",3181.28,0,40,4552403,4552307
"Av. Canal do anil","Av. Cesario de Melo",432.24,0,40,4552403,4552103
"Av.Passos","Av. Cesario de Melo",258.09,0,20,4552403,4550701
"Caju","Av. Cesario de Melo",449.02,0,20,4552403,4550606
"CEASA","Av. Cesario de Melo",575.48,0,40,4552403,4551909
"Antares","Av. Cesario de Melo",1112.63,0,40,4552403,4552406
"Cosmos 2","Av. Cesario de Melo",683.78,0,20,4552403,4552302
"Campo Grande 1","Av. Cesario de Melo",395.49,0,40,4552403,4552306
